First Term Gpa,Second Term Gpa,First Language,Funding,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,Math Score,English Grade,FirstYearPersistence
2.916667,2.35,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,40.0,Level-161,1
3.608696,3.611111,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,40.0,Level-170,1
2.657895,1.5625,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,1
0.5,2.5,Other,Intl Regular,N,Y,International,Male,HighSchool,26 to 30,32.55794871794872,Level-170,1
4.347826,4.06,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
2.86,2.375,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.347826,3.263158,English,Intl Regular,N,Y,International,Female,HighSchool,19 to 20,21.0,Level-170,1
2.52381,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,35.0,Level-170,0
2.8,2.75,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,20.0,Level-160,1
3.547619,3.022727,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,21.0,Level-161,1
2.681818,2.340909,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.25,2.673077,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,36.0,Level-141,1
3.645833,2.717391,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,23.0,Level-160,1
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,14.0,Level-170,0
1.62,1.5,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,19.0,Level-160,1
3.895833,2.86,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
1.125,2.0,Other,GPOG_FT,N,Y,Domestic,Male,,21 to 25,36.0,Level-161,1
4.019231,4.23913,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
2.96,3.26,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,21 to 25,47.0,Level-170,1
2.547619,0.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-170,1
3.1875,3.634615,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
0.0,0.0,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,39.0,Level-170,0
3.931818,3.956522,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.909091,3.604167,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,38.0,Level-170,1
1.782609,2.138889,Other,Intl Regular,N,N,International,Female,HighSchool,19 to 20,13.0,Level-141,1
1.388889,1.111111,English,GPOG_FT,N,Y,Domestic,Male,,26 to 30,39.0,Level-171,1
3.804348,3.645833,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.583333,2.526316,Other,Second Career Program,N,N,Domestic,Male,,51 to 60,49.0,Level-171,1
1.119048,0.785714,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-160,1
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,18.0,Level-160,0
2.173913,2.157895,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,36.0,Level-161,1
2.333333,1.972222,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
2.142857,1.947368,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,33.0,Level-171,1
2.642857,2.181818,Other,GPOG_FT,N,N,Domestic,Male,,21 to 25,32.55794871794872,Level-141,1
2.92,3.240741,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-140,1
2.409091,3.365385,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.309524,2.847826,Other,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,29.0,Level-160,1
4.5,4.384615,Other,Intl Regular,N,N,International,Male,,19 to 20,46.0,Level-141,1
2.583333,2.865385,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.947368,3.111111,English,GPOG_FT,N,N,Domestic,Female,,21 to 25,27.0,Level-170,1
2.9,2.4,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,29.0,Level-160,1
2.975,2.75,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,29.0,Level-170,1
3.652174,3.62,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,29.0,Level-160,1
3.575,3.952381,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,49.0,Level-141,1
2.0,1.863636,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,14.0,Level-140,1
0.97619,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,45.0,Level-170,0
2.846073103521127,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,26 to 30,49.0,Level-170,0
2.0,1.909091,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,1
2.55,3.294118,Other,GPOG_FT,N,N,Domestic,Female,HighSchool,21 to 25,21.0,Level-171,1
2.083333,2.019231,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.263158,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-170,0
3.977273,4.043478,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,43.0,Level-170,1
1.269231,0.266667,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,16.0,Level-161,1
4.173913,4.02,English,GPOG_FT,Y,Y,Domestic,Male,PostSecondary,31 to 35,32.55794871794872,Level-170,1
1.863636,2.428571,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,11.0,Level-140,1
3.380952,2.5,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,19.0,Level-171,1
3.543478,3.692308,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
4.363636,3.736842,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,28.0,Level-170,1
2.978261,2.769231,English,Intl Regular,Y,Y,International,Female,PostSecondary,21 to 25,28.0,Level-161,1
4.214286,3.772727,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,26 to 30,43.0,Level-170,1
0.0,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-170,0
2.846073103521127,2.820175578700078,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,13.0,Level-140,0
4.2,3.631579,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,35.0,Level-170,1
3.565217,3.403846,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.94,4.022727,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,25.0,Level-170,1
0.0,2.820175578700078,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,32.55794871794872,Level-160,0
0.0,2.820175578700078,Other,Intl Regular,Y,N,International,Male,,26 to 30,32.55794871794872,Level-160,0
0.0,0.0,Other,Second Career Program,N,N,Domestic,Male,,21 to 25,16.0,Level-160,0
4.09375,1.022727,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,44.0,Level-170,0
0.5,2.820175578700078,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,0
4.282609,4.027778,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,45.0,Level-171,1
4.369565,4.461538,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,26 to 30,32.55794871794872,Level-170,1
1.647059,1.869565,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,34.0,Level-161,1
1.176471,2.820175578700078,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-160,0
0.0,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,34.0,Level-160,1
0.18,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,17.0,Level-160,0
4.261905,3.704545,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,36 to 40,49.0,Level-161,1
2.7,1.944444,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,37.0,Level-170,1
2.454545,1.695652,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-141,0
3.526316,3.1,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
1.82,2.777778,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
2.0,0.0,Other,Intl Regular,N,N,International,Female,PostSecondary,19 to 20,22.0,Level-141,0
1.676471,2.6,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
2.1,1.75,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,21.0,Level-160,1
3.673077,3.782609,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.5,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,26 to 30,42.0,Level-170,0
2.117647,1.9,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,28.0,Level-160,0
0.0,2.820175578700078,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,42.0,Level-130,0
1.933333,2.770833,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,34.0,Level-161,1
2.173913,3.02381,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.65,2.275,Other,Intl Regular,N,N,International,Male,PostSecondary,31 to 35,32.55794871794872,Level-170,0
1.173913,2.820175578700078,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,15.0,Level-160,0
2.526316,2.368421,Other,GPOG_FT,N,N,Domestic,Male,,19 to 20,25.0,Level-160,1
1.55,2.184211,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,28.0,Level-160,1
3.869565,3.071429,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,31 to 35,34.0,Level-161,0
4.136364,3.804348,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,48.0,Level-170,1
4.065217,3.217391,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,48.0,Level-141,1
4.38,4.26087,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
3.4,3.386364,Other,Intl Regular,Y,N,International,Female,PostSecondary,26 to 30,32.55794871794872,Level-161,1
4.25,4.090909,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,30.0,Level-170,1
2.547619,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,13.0,Level-160,0
1.725,1.75,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
2.1,1.428571,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-160,1
1.884615,0.882353,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,28.0,Level-161,1
3.521739,3.47619,English,Intl Regular,N,Y,International,Female,HighSchool,0 to 18,36.0,Level-161,1
0.0,2.820175578700078,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-171,0
3.704545,3.263158,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,26 to 30,32.0,Level-171,1
3.586957,3.38,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,0
2.190476,2.62,English,Second Career Program,Y,Y,Domestic,Male,PostSecondary,41 to 50,40.0,Level-171,1
1.972222,2.1875,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,41 to 50,32.55794871794872,Level-141,1
3.75,3.76087,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,33.0,Level-170,1
0.0,2.820175578700078,English,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,42.0,Level-161,0
3.833333,3.980769,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.869565,3.909091,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,26 to 30,26.0,Level-170,1
2.75,3.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,21.0,Level-160,1
4.369565,4.5,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,34.0,Level-170,1
4.25,4.0,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,26 to 30,32.55794871794872,Level-161,1
2.714286,3.027778,English,GPOG_FT,N,Y,Domestic,Female,,26 to 30,25.0,Level-170,1
2.5,2.4,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,36.0,Level-141,1
0.5,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,15.0,Level-171,0
2.6,2.619048,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.725,2.659091,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
3.347826,3.18,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.21875,2.058824,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,21.0,Level-170,1
2.1875,1.5,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-170,1
3.613636,3.157895,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,48.0,Level-170,1
2.642857,2.75,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,35.0,Level-170,0
1.275,0.42,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.411765,3.904762,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,47.0,Level-141,1
3.333333,3.673077,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
1.833333,3.3125,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,22.0,Level-170,1
0.846154,2.25,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,49.0,Level-141,1
3.05,2.547619,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
1.095238,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,20.0,Level-160,0
2.605263,1.222222,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,30.0,Level-170,1
0.0,0.0,English,GPOG_FT,N,N,Domestic,Male,,19 to 20,32.55794871794872,Level-170,0
3.48,3.413043,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,42.0,Level-161,1
3.166667,2.777778,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,41 to 50,45.0,Level-161,0
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,0
3.92,3.942308,Other,Intl Regular,Y,Y,International,Male,HighSchool,26 to 30,32.55794871794872,Level-171,1
2.659091,2.272727,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,0
2.305556,1.5,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,32.55794871794872,Level-161,1
2.92,2.820175578700078,English,Second Career Program,N,N,Domestic,Male,,51 to 60,21.0,Level-160,0
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,26 to 30,32.55794871794872,Level-170,0
2.921053,2.588235,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,28.0,Level-160,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,19.0,Level-170,0
3.065217,3.066667,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-170,1
2.333333,1.74,Other,Intl Regular,N,N,International,Male,,26 to 30,37.0,Level-171,0
2.21875,2.775,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,31 to 35,19.0,Level-170,1
4.130435,3.88,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.75,2.910714,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
1.394737,0.631579,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,24.0,Level-141,1
3.452381,3.636364,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,31 to 35,39.0,Level-141,1
3.5,3.386364,English,Intl Regular,N,N,International,Male,HighSchool,26 to 30,49.0,Level-170,1
1.645833,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,42.0,Level-170,0
2.325,2.575,Other,Intl Regular,N,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,26 to 30,25.0,Level-170,0
2.522727,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,36 to 40,39.0,Level-170,0
4.2,4.375,English,Second Career Program,N,Y,Domestic,Male,PostSecondary,41 to 50,50.0,Level-161,1
0.391304,2.820175578700078,English,Second Career Program,N,N,Domestic,Female,,41 to 50,33.0,Level-170,0
3.22,1.875,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-160,1
3.26087,3.096154,Other,GPOG_FT,Y,N,Domestic,Male,PostSecondary,41 to 50,32.55794871794872,Level-161,1
2.391304,2.763158,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,13.0,Level-161,1
2.956522,1.82,English,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
2.666667,2.52381,English,Intl Transfer,N,N,International,Male,HighSchool,0 to 18,41.0,Level-141,1
4.0,4.333333,English,Second Career Program,N,N,Domestic,Male,HighSchool,31 to 35,16.0,Level-170,1
0.652174,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,31.0,Level-160,0
2.891304,2.846154,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.25,2.413043,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-160,1
1.315789,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,28.0,Level-170,0
3.738095,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,21.0,Level-160,1
3.675,3.5,English,GPOG_FT,Y,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
1.869565,2.375,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,23.0,Level-160,1
3.357143,3.347826,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,26 to 30,30.0,Level-170,1
3.695652,3.952381,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,42.0,Level-161,1
1.413043,0.0,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,47.0,Level-171,0
4.36,4.074074,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,26 to 30,32.55794871794872,Level-171,1
2.020833,2.45,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,18.0,Level-170,1
4.021739,4.357143,English,Intl Regular,N,Y,International,Female,HighSchool,19 to 20,46.0,Level-161,1
2.133333,3.205882,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,27.0,Level-170,1
